"TABLE_NAME"
"AUTOMACAOPROCESSO"
"AUTOMACAOTRANSFERENCIA"
"AUTOMACAOTRANSF_TMP"
"AUTORIZADOR"
"AUTORIZADORCONTRFRETE"
"AUTORIZADOR_TMP"
"AUTORIZCCUSTORESTRITO"
"AUTORIZCONTR"
"AUTORIZCREDITOPEDIDO"
"AUTORIZDEPARTCOMPRA"
"AUTORIZGRAO"
"AUTORIZQUITACAO"
"AUTORIZTIPODESP"
"AUTORIZTROCAOS"
"AUTOTRACMENSAGEM"
"AUTOTRACPOSICAO"
"AVALSERVICO"
"AVERBACAO"
"AVERBADECLARAMDFE"
"AVERBATRANSMISSAO"
"AVISO"
"AVISOCONCES"
"AVISODCO"
"AVISOLOG"
"AVISOPARAMETRO"
"AVISOUSUARIO"
"AVISOVENCLIMFINANC"
"BAIXACHQPRE"
"BAIXACREDITOABAST"
"BAIXALIMITECREDFINANC"
"BAIXANIMAL"
"BAIXA_TMP"
"BAIXAVULSAITEMPED"
"BAIXAVULSAITEMPEDCOMPRA"
"BAIXAVULSAITEMPEDINTERNO"
"BAIXAVULSANFSALDO"
"BALANCETE"
"BANCO"
"BANCO_TMP"
"BANCTACLIFOR"
"BANCTACLIFORHIST"
"BANCTACLIFSEG"
"BANCTAEMPRESA"
"BANCTAEMPRESA_TMP"
"BANCTAEMPRFATURA"
"BANCTAEMPRLIMCREDFIN"
"BANDEIRACARTAO"
"BASEREMUNERACAO"
"BENEFICIOFISCAL"
"BENEFICIONFE"
"BENEFSEGURO"
"BENS"
"BENSCLIFOR"
"BENSGARANTIAFINANC"
"BIOCLASSIF_TEMP"
"BIOMETRIA"
"BLOQCONDICAO"
"BLOQPROC"
"BLOQUEIACANCNF"
"BLOQUEIACANCNFITEMNF"
"BLOQUEIO"
"BLOQUEIOCADASTRO"
"BLOQUEIOHISTUSU"
"BLOQUEIOLOTE"
"BLOQUEIONEGOCIO"
"BLOQUEIOQUALIDADE"
"BLOQUEIOREGISTRO"
"BLOQUEIOTRANSP"
"BLOQUETO"
"BLOQUETO_TMP"
"BLOQUETOVFS014_TMP"
"BOLETA"
"BOLETAPAGAMENTOS"
"BOLSA"
"BOLSACULTURA"
"BONIFAVES"
"BONIFGRAO"
"BONIFGRAO_TMP"
"BONIFICACAO"
"BONIFSEMENTE"
"BPSSLOG"
"BPSS_VERSION"
"BRINDEDITORA"
"CADASTROCCOVMAIS"
"CADASTRODESCONTO"
"CADASTROLIBLANCTO"
"CADASTROLIBPROCESSO"
"CADASTROSPRISK"
"CADASTROTELERISCO"
"CADASTROTELERISCOHIST"
"CADASTROTIPOS"
"CADCLIFOREXP$VERSION"
"CADCLIFORTMP"
"CADEIACUSTEIO"
"CADEIADECOMPOSICAO"
"CADEIADECORTES"
"CADEIAPRODUCAOPCP_TMP"
"CADEMPREXP$VERSION"
"CADENCIATERMINAL"
"CADRISCOTRANSMISSAO"
"CADRISCOTRANSMISSAOHIST"
"CALCULOIMPOSTO"
"CALCUSTOITEMNF"
"CALENDARIOBALANCA"
"CAMINHOROTA"
"CAMINHOROTAATS"
"CAMINHOROTAPAMCARY"
"CAMINHOROTAROD"
"CAMPANHACR"
"CAMPOLAYOUTARQUIVO"
"CAMPOTIPOCOMUNICACAO"
"CANHOTONOTA"
"CAPACIDADESCARGA"
"CARACANALISE"
"CARACETAPAPRODUCAO"
"CARACQUALIDADE"
"CARACTERAQUIS"
"CARACTERBEM"
"CARACTERIMOB"
"CARACTERISCAPRODUCAO"
"CARACTERISTICA_TMP"
"CARACTERMASCARACONCES"
"CARGAAVULSA"
"CARGALIBERADAPLANEJAMENTO"
"CARGAPLANEJAMENTOPRODUCAO"
"CARGOCOMPRA"
"CARGOCOMPRA_TMP"
"CARROMAQ_TMP"
"CARROMAQUINA"
"CARTACORRECAO"
"CARTACORRECAOCTE"
"CARTACORRECAO_TMP"
"CARTAFRETE"
"CARTAFRETECTRC"
"CARTAFRETEGRAFICA"
"CARTAFRETENF"
"CARTAOPEDEST"
"CARTAOVEICULO"
"CARTATRANSMISSAO"
"CATEGHABILIT"
"CATEGORIA"
"CATEGORIAEXERCICIOORCMONI"
"CATEGORIAINSS"
"CATEGORIAMONI"
"CATEGORIANIMAL"
"CATEGORIANIMAL_TMP"
"CATEGORIASEMENTE"
"CATEGORIAUSUARIOMONI"
"CATEGSEGURO"
"CATEGVEICULOCFE"
"CAUSAMORTALIDADE"
"CBO"
"CCOVMAISFILIAL"
"CCUSTOAUTORIZ"
"CCUSTOFRPROPRIO"
"CCUSTOUSUARIO"
"CENTROCUSTO"
"CENTROCUSTOIMOB"
"CENTROCUSTOMONI"
"CENTROCUSTONEG_TMP"
"CENTROCUSTOPLACA_TMP"
"CENTROCUSTO_TMP"
"CENTROSAP"
"CERTDIGITAL"
"CERTIDAODEBITO"
"CERTIFCLASSIF"
"CERTIFICADOARQUIVO"
"CESSAOADTO"
"CESSAOADTOCTRC"
"CESSAOADTOLOG"
"CESSAOCREDITONF"
"CEST"
"CESTITEM"
"CESTSEGMENTO"
"CESTSEGMENTO_TMP"
"CFELETRONICA"
"CFEMBARCADOR"
"CFEMBARCADORLOG"
"CFERETORNOACERTO"
"CFETRANSMISSAO"
"CFIXODIRETO"
"CFIXODIRTOTAL"
"CFIXOINDIRETO"
"CFO"
"CFOGIA"
"CFOGRUPOCLIFOR"
"CFOPGIA"
"CFOPSERVICO"
"CFO_TMP"
"CFOVPE011"
"CFWEBCARTAFRETE"
"CFWEBCFDOCUMENTO"
"CFWEBCFOBSERVACAO"
"CFWEBCFPAGAMENTO"
"CFWEBDOCUMENTO"
"CFWEBEMPRESA"
"CFWEBINTERVENIENTE"
"CFWEBPAPEL"
"CFWEBPAPELRECURSO"
"CFWEBPAPELUSUARIO"
"CFWEBRECURSO"
"CFWEBUSUARIO"
"CHAMADO"
"CHAMADOTECNICO"
"CHATPEDIDOCARTEIRA"
"CHAVEMOVIMENTO"
"CHAVEOPERACAO"
"CHAVEPROTOC"
"CHECAGEM"
"CHECKLIST"
"CHECKLISTINSTAL"
"CHECKLISTMANEJO"
"CHEQUECUSTODIA"
"CHEQUESTRANS"
"CHQ_TMP"
"CIAP"
"CIRCUITO"
"CIRCUITO_TMP"
"CLASFICHATEC"
"CLASSEIMPOSTO"
"CLASSEIMPOSTO_TMP"
"CLASSEPESO"
"CLASSERECEITAGRO"
"CLASSETOUCINHO"
"CLASSEVEICULO"
"CLASSIFANIMAL"
"CLASSIFCLIFOR"
"CLASSIFGRAO_TMP"
"CLASSIFICACAOMONI"
"CLASSIFICADORALGODAO"
"CLASSIFICARCACA"
"CLASSIFINANC"
"CLASSIFINANC_TMP"
"CLASSIFINCUB"
"CLASSIFMOVTO"
"CLASSIFMOVTONASC"
"CLASSIFOVO"
"CLASSIFOVOSCOPIA"
"CLASSIFPINTO"
"CLAUSULA"
"CLAUSULADOC"
"CLAUSULAHIP"
"CLIFOR"
"CLIFORASSINATURA"
"CLIFORAUTORIZA"
"CLIFORBANCO"
"CLIFORCLASSIFICADOR"
"CLIFORCOMERCIAL"
"CLIFORCOMPL"
"CLIFORCONDPAGTOEXEC"
"CLIFORCONTACONTABIL"
"CLIFORCONTATO"
"CLIFORCONTATOHIST"
"CLIFORCONTATOQUALITOR"
"CLIFORCONVENIO"
"CLIFORCOTAITEMBAL"
"CLIFORCREDITO"
"CLIFORCREDITOCOMPOS"
"CLIFORCRIADOR"
"CLIFORCULTURA"
"CLIFORDEPENDENTE"
"CLIFORDEPENDENTEHIST"
"CLIFORDEPOSITO_TMP"
"CLIFORDESCANTECFRETE"
"CLIFORDOCTO"
"CLIFORDOCTOESTADIA"
"CLIFORDOCTOFAT"
"CLIFORDOMINIO"
"CLIFORECIBO"
"CLIFOREDI"
"CLIFOREFERENCIA"
"CLIFOREFRETE"
"CLIFOREMAIL"
"CLIFOREMAILAUTO"
"CLIFOREMAILAUTOPARM"
"CLIFOREMAILNATCARGA"
"CLIFOREMBARGO"
"CLIFOREMESSA"
"CLIFOREMPRESA"
"CLIFOREMPRESAHIST"
"CLIFORENDEPTO"
"CLIFORENDERECO"
"CLIFORENDERECOCAR"
"CLIFORENDERECOHIST"
"CLIFORENDERECOMTECH"
"CLIFORENDERECORETENCAO"
"CLIFORENDERECO_TMP"
"CLIFORENDERECOTRANS"
"CLIFORENDROTATEND"
"CLIFORENTCLASSE"
"CLIFOREPLEGAL"
"CLIFORFATURAMENTO"
"CLIFORFISCAL"
"CLIFORFISCALHIST"
"CLIFORFISCALPREV"
"CLIFORFOTO"
"CLIFORFUNRURAL"
"CLIFORGRAO"
"CLIFORGRUPOECO_TMP"
"CLIFORHIST"
"CLIFORHISTASTER"
"CLIFORHISTORICO"
"CLIFORHORARIOCOMERC"
"CLIFORINCRA"
"CLIFORINTEGRACAO"
"CLIFORINTEGRACAOAVES"
"CLIFORISENCAOIMP"
"CLIFORLAVOURA"
"CLIFORLOTERURAL"
"CLIFORMASTERSALES"
"CLIFORNRCGC_TMP"
"CLIFOROBSCREDITO"
"CLIFOR_OEC"
"CLIFORORIGEM"
"CLIFORORIGEMCAD"
"CLIFOROYALTIE"
"CLIFOROYALTIEDEBITOUSADO"
"CLIFORPAGADOR_TMP"
"CLIFORPEDIDOAVICOLA"
"CLIFORPFISICA"
"CLIFORPFISICAHIST"
"CLIFORPJURIDICA"
"CLIFORQUALITOR"
"CLIFORRPINFO"
"CLIFORSEGPONTOS"
"CLIFORSEGPOS"
"CLIFORSEGURADO"
"CLIFORSENHA"
"CLIFORSTATLIBERADOR"
"CLIFORSTATUS"
"CLIFORSTATUSLIBERACAO"
"CLIFORSTATUSLOG"
"CLIFORTALHAO"
"CLIFORTARGET"
"CLIFORTERMINAL"
"CLIFOR_TMP"
"CLIFORTOLERANCIA"
"CLIFORTPENVIOFATURA"
"CLIFORTPSEPARACAOFAT"
"CLIFORTRANSPCFO"
"CLIFORTRANSPDADOSBANC"
"CLIFORTRANSPDIAVENCTO"
"CLIFORTRANSPFORMULA"
"CLIFORTRANSPMAXADTO"
"CLIFORTRANSPNATCARGA"
"CLIFORTRANSPNATCARGAHR"
"CLIFORTRANSPOBS"
"CLIFORTRANSPOBSFISCAL"
"CLIFORTRANSPORTE"
"CLIFORTRANSPORTEHIST"
"CLIFORTRANSPROTA"
"CLIFORTRANSPTERMO"
"CLIFORTRA036"
"CLIFORUNIDMEDIDA"
"CLIFORVENDA"
"CLIMATEMPO"
"CMI"
"CMI_TMP"
"COBERTURASEGURO"
"COLETOR_EMBARQUEASSOCIADO"
"COLETOR_LOG"
"COLHEITA"
"COLHEITACOMPL"
"COLORACAOALGODAO"
"COLUNADEPARA"
"COLUNAINDICEMAXYS"
"COLUNAREL"
"COLUNARESTRICAOMAXYS"
"COLUNASGRAOS"
"COLUNATABELAMAXYS"
"COLUNATRANSMISSAO"
"COMANDORETORNO"
"COMBINCONTABIL"
"COMBINCONTABIL_TMP"
"COMBINCONTABILTMP"
"COMBUSTIVEL"
"COMENTARIO"
"COMENTARIOAGRO"
"COMISSAOAVULSA"
"COMISSAOAVULSAVENDEDOR"
"COMISSAOCOMPRA"
"COMISSAOCONTRATOGRAO"
"COMISSAOCORRECAO"
"COMISSAOESPECIAL"
"COMISSAOESPECIALMETA"
"COMISSAOGRAO"
"COMISSAOJUROSDESC"
"COMISSAOMOT"
"COMISSAOPROGRESS"
"COMISSDESCDIASATRASO"
"COMPETENCIACUSTOCONTRATOPEC"
"COMPLAMOSTRA"
"COMPLCONTRGRAO"
"COMPLCONTRLOTE"
"COMPLFRETE"
"COMPLPLANEJFRETE"
"COMPONENTEETIQUETA"
"COMPONENTETARIFAFRETE"
"COMPONENTEVEIC"
"COMPOSICAOCUSTOFIXO"
"COMPRADOR"
"COMPRADORGRAO"
"COMPRADOR_TMP"
"COMPROVAEXPORTACAO"
"COMPROVAEXPORTACAOITEM"
"COMPROVANTEIMAGEM"
"COMPROVANTEIMAGEM_TMP"
"COMPROVANTEPROCESSO"
"COMUNICACAODEFEITO"
"COMUNICADOINTERNO"
"CONCILIABANCO"
"CONCILIABANCO_HIST"
"CONCILIACAO"
"CONCILIACTACOR"
"CONCILIARMOVTO"
"CONCILIARMOVTO_HIST"
"CONDENACAO"
"CONDENACAOANIMAL"
"CONDENACAOAVES"
"CONDENACAODEST"
"CONDENACAOTERCEIRO"
"CONDICAOFISCAL"
"CONDICAOFISCALCLIFOR_TMP"
"CONDICAOFISCAL_TMP"
"CONDICAOPAGTO"
"CONDICAOPAGTOPARC"
"CONDICAOPAGTO_TMP"
"CONDPAGTOLIBMOBILE"
"CONDPAGTOMOBILE"
"CONDPRECOVENDA"
"CONEXAOBAL"
"CONFIGAMBIENTE"
"CONJPOSPNEU"
"CONJUNTOPNEU"
"CONJUNTOPNEU_TMP"
"CONSISTENCIACUPOM"
"CONSOMESTOQUEA3T"
"CONSULTADFE"
"CONSULTAGERENCRISCO"
"CONSULTAGRAOS"
"CONSULTAINTEGRADA"
"CONSULTAREL"
"CONSUMEDICAMENTO"
"CONSUMOADTOBONIF"
"CONSUMOITEMPLANEJAMENTOPRD"
"CONSUMORACAO"
"CONSUPRIMENTO"
"CONTABILTRA036"
"CONTACORRENTE"
"CONTADISPONIVEL_TMP"
"CONTAEVENTOAVP"
"CONTAFLUXO"
"CONTAFLUXO_TMP"
"CONTAGRAFICAEXCECLIFOR"
"CONTAGRAFICAEXCEGRUPO"
"CONTAGRAFICAEXCEITEM"
"CONTAGRAFICAEXCESUBGRUPO"
"CONTAGRAFICAEXCESUPVENDA"
"CONTAGRAFICAJUSTE"
"CONTAGRAFICAJUSTEITEMQUESI"
"CONTANEGOCIOINTERDIVISAO"
"CONTAORCAMENTO"
"CONTAORIGEMEVENTOAVP"
"CONTAPNLFOBBINGS"
"CONTAPREJUIZOLALUR"
"CONTAPROGFIXACAO"
"CONTAREMUNERADA"
"CONTAREMUNERADAIMPOSTO"
"CONTASCOMPL"
"CONTASCOMPRANIMAL"
"CONTASCONCILIA"
"CONTASCONTRATO"
"CONTASCORRECAO"
"CONTASCUSTOECF"
"CONTASDESCONTO"
"CONTASEGURO"
"CONTASINCOBRAVEIS"
"CONTASINCOBRAVEISPROC"
"CONTASLALURB"
"CONTASMOVTO"
"CONTASMUNICIPIO_TMP"
"CONTASNAOCONVERTE"
"CONTASNEGCHQ_TMP"
"CONTASNEGOCIO"
"CONTASORIGEM"
"CONTASORIGEM_TMP"
"CONTASPAGREC"
"CONTASPAGRECHISTPAA"
"CONTASPAGREC_TMP"
"CONTASPAGRECXAK"
"CONTASPECUARIO"
"CONTASTRANS"
"CONTASVENDOR"
"CONTERROSEFAZ"
"CONTEXTOREGRA"
"CONTINENTE"
"CONTINENTEQUALITOR"
"CONTINENTE_TMP"
"CONTRACESSO"
"CONTRANOTAFORNEC"
"CONTRATO"
"CONTRATOADITFAVPAGTOANTIGO"
"CONTRATOADITFAVPAGTONOVO"
"CONTRATOADITIVO"
"CONTRATOAMOSTRA"
"CONTRATOANEXO"
"CONTRATOANIMAIS"
"CONTRATOAVES"
"CONTRATOAVES_TMP"
"CONTRATOBLOQUEIO"
"CONTRATOBOX"
"CONTRATOCLASSIFICADOR"
"CONTRATOCOMPL"
"CONTRATOCOMPRA"
"CONTRATOCOMPRAEMPR"
"CONTRATODESPFROTA"
"CONTRATOEMPRESA"
"CONTRATOEVENTOS"
"CONTRATOFORNEC"
"CONTRATOFRETE"
"CONTRATOFRETECADENCIA"
"CONTRATOFRETEFAT"
"CONTRATOFRETEFAT_TMP"
"CONTRATOFRETEMB"
"CONTRATOFRETEQUEBRA"
"CONTRATOFRETEROTA"
"CONTRATOFRETEROTABLOQUEIO"
"CONTRATOFRETEROTACAD"
"CONTRATOFRETEROTACLI"
"CONTRATOFRETEROTACOMPL"
"CONTRATOFRETEROTACOMPTAR"
"CONTRATOFRETEROTACONJ"
"CONTRATOFRETEROTACONJBLOQ"
"CONTRATOFRETEROTADIC"
"CONTRATOFRETEROTAESTADLIB"
"CONTRATOFRETEROTAPEDEIXO"
"CONTRATOFRETEROTARECCARGA"
"CONTRATOFRETEROTARECCARGAB"
"CONTRATOFRETEROTA_TMP"
"CONTRATOFRETEROTAUSU"
"CONTRATOFRETESTADIA"
"CONTRATOGRAO"
"CONTRATOGRAOADIT"
"CONTRATOGRAOANT_TMP"
"CONTRATOGRAOAVAL"
"CONTRATOGRAOAVAL_TMP"
"CONTRATOGRAOBENS"
"CONTRATOGRAOBONIF"
"CONTRATOGRAOBONIFANT_TMP"
"CONTRATOGRAOCADENCIA"
"CONTRATOGRAOCLIFORADTO"
"CONTRATOGRAOCOMPL"
"CONTRATOGRAODERIVATIVOS"
"CONTRATOGRAODESTINOFLUXO"
"CONTRATOGRAOEMBARQUE"
"CONTRATOGRAOMEMCALC"
"CONTRATOGRAOMEMCALC_TMP"
"CONTRATOGRAOPRECONTRATO"
"CONTRATOGRAORIGEM"
"CONTRATOGRAO_TMP"
"CONTRATOGRAOTRANSBORDO"
"CONTRATOGRAOTRANSF"
"CONTRATOGRAOVINCULO"
"CONTRATOIMP"
"CONTRATOINCUB"
"CONTRATOINSTAL"
"CONTRATOINTEGRACAO"
"CONTRATOMATRIZ"
"CONTRATOMATRIZCOMPL"
"CONTRATOMATRIZ_TMP"
"CONTRATOMEMCALC"
"CONTRATOMEMCALC_TMP"
"CONTRATOPECUARIO"
"CONTRATOPLANEJAMENTOFUT"
"CONTRATOPREVISAOFRETE"
"CONTRATOREMUNERACAO"
"CONTRATOROYALTIE"
"CONTRATOSALDO"
"CONTRATOSERVICO"
"CONTRATOSERVICOBALANCA"
"CONTRATOSERVICOGRAO"
"CONTRATOTERCEIRO_TMP"
"CONTRATOTERMINAL"
"CONTRATO_TMP"
"CONTRATOTRADING"
"CONTRATOVENC"
"CONTRATOVENCANTIGO"
"CONTRATOVENCANT_TMP"
"CONTRATOVENCNOVO"
"CONTRATOVENCPARCELA"
"CONTRBALANCETE"
"CONTREMESSACHQ"
"CONTRFRETEBASEVENC"
"CONTRFRETETRANSP"
"CONTROLEAPROPRFRETE"
"CONTROLEARQUIVOMAG"
"CONTROLECANCTOCTEAUT"
"CONTROLECARTAFRETE"
"CONTROLECARTAOPED"
"CONTROLECHEQUE"
"CONTROLECTRC"
"CONTROLEDOWNLOAD"
"CONTROLEFLOATING"
"CONTROLEICMS"
"CONTROLELOGEXPORT"
"CONTROLEMBFRETE"
"CONTROLEMISSAOCTEAUT"
"CONTROLEMISSAOCTEAUTLOG"
"CONTROLEMISSAOCTEAUTNF"
"CONTROLENROSEQ"
"CONTROLEPDAGRO"
"CONTROLEPESAGEM"
"CONTROLEPRODLIBERADO"
"CONTROLERECIBO"
"CONTROLESACARIA"
"CONTROLESEQPROG"
"CONTROLESEQUENCIAL"
"CONTROLEVENDATEF"
"CONTROLMATERIAIS"
"CONTROLSATMENSAGEM"
"CONTROLSATPOSICAO"
"CONTRPROGFINANC"
"CONTRPROGRAMA"
"CONVAJUST"
"CONVENIO"
"CONVERSAOALIMENTAR"
"CONVUNIDMED"
"COORDENADORCOMPRA"
"COORDENADORFROTA"
"COORDENADORFROTA_TMP"
"COORDENADORVEICULO"
"COORDLAVOURA"
"COORDSEMENTE"
"CORRECAOCTRC"
"CORRECAOCUSTOCONCES"
"CORRECAOFINANCEIRA"
"CORRECAOFINANCEIRA_TMP"
"CORRECAOMODALIDADE"
"CORRECAOMONETARIA"
"CORREIO"
"CORRETIVOFAZENDA"
"CORVEICULO"
"CORVERSAO"
"COTACAO"
"COTACAOESALQ"
"COTACAOMOEDA"
"COTACAOMOEDAPROD"
"COTACAOMOEDA_VARIACAODIA"
"COTACAOPRODUTOPROD"
"COTACAOSERVICO"
"COTACAOTMP"
"COTACAOVEICULO"
"COTACAOWEBFORNECEDOR"
"COTACAOWEBITEMCOMPRA"
"COTACAOWEBITEMCOMPRAANEXO"
"COTACAOWEBLOG"
"COTACAOWEBPARCELA"
"CREDEBCUPOM"
"CREDITOABASTECIMENTO"
"CREDITOFORNECEDOR"
"CREDITOFORNECEDORANALISE"
"CREDITOFORNECEDORGARANTIA"
"CREDITOFORNECEDORRAIZ"
"CREDITOPEDIDOCONTROL"
"CRITICAPRECOVENDA"
"CRONOGRAMACOMPRA"
"CRONOGRAMAVIAGEM"
"CTACORRENTECLIFOR"
"CTEINUTILIZACAO"
"CTELETRONICO"
"CTETRANSFORNEC"
"CTETRANSMISSAO"
"CTRC"
"CTRCADTOCONF"
"CTRCAGENDA"
"CTRCARQUIVO"
"CTRCARQUIVOSPARAM"
"CTRCAVERBACAO"
"CTRCDESPFROTA"
"CTRCIMPORTADO"
"CTRCMONITORAMENTO"
"CTRCNAODIG"
"CTRCNFISCAL"
"CTRCNFISCALTRANS"
"CTRCOMPL"
"CTRCORIGEM"
"CTRCPREDIG"
"CTRCPREDIGNFISCAL"
"CTRCRATEIORECEITA"
"CTRCRECIBO"
"CTRCRECIBONF"
"CTRC_TMP"
"CTRCTMP"
"CTRCTMPMOT"
"CTRCTMPMOTAJUD"
"CTRCTMPNFISCAL"
"CTRCTRANS"
"CTRCXAK"
"CULTIVAR"
"CULTIVARMAPAPRODUCAO"
"CULTURA"
"CULTURATIVO"
"CULTURA_TMP"
"CUPOMFISCAL"
"CUPOMREVISAO"
"CUPOMRPINFO"
"CUPOMZRPINFO"
"CUSTOAVES"
"CUSTOBOLETA"
"CUSTOCONTRATOPECUARIO"
"CUSTOEXTRAMONI"
"CUSTOFAZENDA"
"CUSTOFAZENDAEMPRESA"
"CUSTOFOMENTO"
"CUSTOFRETE"
"CUSTOITEMCOMISSAO"
"CUSTOITEMINDIRETOMTECH"
"CUSTOPNEU"
"CUSTOPROVISAO"
"CUSTORATEIO"
"CUSTORATEIOEXCECAO"
"CUSTORATEIOSUM"
"CVUP"
"DADOSALOJAMENTO"
"DADOSAVERBACAO"
"DADOSBOLETIM"
"DADOSDOCUMENTO"
"DADOSEMPRESA"
"DADOS_FRE048"
"DADOS_FRE048_ITEM"
"DADOS_FRE048_QTDES"
"DADOS_FRE048_RESUMO"
"DADOSPAGTO"
